id,label,tweet,example
13695,0,ultimately. we're all alone. (vine by,"label: 'Not Hateful', tweet: ultimately. we're all alone. (vine by"
23967,0,thanks for following,"label: 'Not Hateful', tweet: thanks for following"
24503,0,waiting for 's update about his trilingual (tamil telugu and hindi) film.,"label: 'Not Hateful', tweet: waiting for 's update about his trilingual (tamil telugu and hindi) film."
27175,0,"expect lauren and camila will avoiding each other again in their nxt show frm now on, dont expect a interaction. truth","label: 'Not Hateful', tweet: expect lauren and camila will avoiding each other again in their nxt show frm now on, dont expect a interaction. truth"
30754,0,"still waiting for word on the new house, vendor wanted overnight to consider offers","label: 'Not Hateful', tweet: still waiting for word on the new house, vendor wanted overnight to consider offers"
28840,0,woooohooo i'm going to daunting buying the ticket but i'm super to learn how to up my game meet everyone :-),"label: 'Not Hateful', tweet: woooohooo i'm going to daunting buying the ticket but i'm super to learn how to up my game meet everyone :-)"
20710,0,i am respected.,"label: 'Not Hateful', tweet: i am respected."
30015,0,helping kids cope with,"label: 'Not Hateful', tweet: helping kids cope with"
12345,0,grateful for the suppo from you for caring for nicaraguas,"label: 'Not Hateful', tweet: grateful for the suppo from you for caring for nicaraguas"
1827,0,draw finished,"label: 'Not Hateful', tweet: draw finished"
29815,1,all of you need to stop being racist and just let the terrorists kill you. #,"label: 'Hateful', tweet: all of you need to stop being racist and just let the terrorists kill you. #"
7723,1,yoyas market in deming nm did not sell beer to me because i'm white they said they were closed then a hispanic walked in n they sold,"label: 'Hateful', tweet: yoyas market in deming nm did not sell beer to me because i'm white they said they were closed then a hispanic walked in n they sold"
29174,1,another comment on social media!! idiot!!!,"label: 'Hateful', tweet: another comment on social media!! idiot!!!"
11612,1,trump ally wishes mad cow disease death for obama,"label: 'Hateful', tweet: trump ally wishes mad cow disease death for obama"
20413,1,please repo him!,"label: 'Hateful', tweet: please repo him!"
20913,1,17 crazy things women couldn't do in 1960,"label: 'Hateful', tweet: 17 crazy things women couldn't do in 1960"
23589,1,this govt has a lot to answer they are very racist,"label: 'Hateful', tweet: this govt has a lot to answer they are very racist"
2366,1,check out this post! confession: i'm,"label: 'Hateful', tweet: check out this post! confession: i'm"
3297,1,lessons to be learned why do we...hate? don't shoot d messenger...just press play ...,"label: 'Hateful', tweet: lessons to be learned why do we...hate? don't shoot d messenger...just press play ..."
25941,1,wwi wwii were both waged over oil.,"label: 'Hateful', tweet: wwi wwii were both waged over oil."
